#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Kiloniella laminariae DSM 19542","Bacteria;Proteobacteria;Alphaproteobacteria","DSM 19542","SAMN02441694","PRJNA169821","GCA_000374005.1","Scaffold",4.43894,51.4,,"AREZ01",38,4094,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/005/GCA_000374005.1_ASM37400v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/005/GCF_000374005.1_ASM37400v1"
"Riemerella columbina DSM 16469","Bacteria;FCB group;Bacteroidetes/Chlorobi group","DSM 16469","SAMN02441030","PRJNA174178","GCA_000374405.1","Scaffold",2.43679,36,,"ARFT01",67,2267,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/405/GCA_000374405.1_ASM37440v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/405/GCF_000374405.1_ASM37440v1"
"Actinokineospora enzanensis DSM 44649","Bacteria;Terrabacteria group;Actinobacteria","DSM 44649","SAMN02441015","PRJNA174972","GCA_000374445.1","Scaffold",8.11986,70.8,,"ARFV01",88,7008,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/445/GCA_000374445.1_ASM37444v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/445/GCF_000374445.1_ASM37444v1"
"Ahrensia kielensis DSM 5890","Bacteria;Proteobacteria;Alphaproteobacteria","DSM 5890","SAMN02441016","PRJNA174973","GCA_000374465.1","Scaffold",3.36477,48.1,,"ARFW01",13,3207,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/465/GCA_000374465.1_ASM37446v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/465/GCF_000374465.1_ASM37446v1"
"Algicola sagamiensis DSM 14643","Bacteria;Proteobacteria;Gammaproteobacteria","DSM 14643","SAMN02441017","PRJNA174974","GCA_000374485.1","Scaffold",4.34128,42.8,,"ARFX01",37,3889,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/485/GCA_000374485.1_ASM37448v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/485/GCF_000374485.1_ASM37448v1"
"Amorphus coralli DSM 19760","Bacteria;Proteobacteria;Alphaproteobacteria","DSM 19760","SAMN02440442","PRJNA174976","GCA_000374525.1","Scaffold",4.31754,67.2,,"ARFZ01",12,3834,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/525/GCA_000374525.1_ASM37452v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/525/GCF_000374525.1_ASM37452v1"
"Bacillus fordii DSM 16014 = CIP 108821","Bacteria;Terrabacteria group;Firmicutes","DSM 16014","SAMN02441018","PRJNA174978","GCA_000374565.1","Scaffold",4.50944,41.2,,"ARGB01",45,4170,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/565/GCA_000374565.1_ASM37456v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/565/GCF_000374565.1_ASM37456v1"
"Bacteroides barnesiae DSM 18169 = JCM 13652","Bacteria;FCB group;Bacteroidetes/Chlorobi group","DSM 18169","SAMN02441019","PRJNA174979","GCA_000374585.1","Scaffold",3.61991,46.9,,"ARGC01",42,2906,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/585/GCA_000374585.1_ASM37458v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/585/GCF_000374585.1_ASM37458v1"
"Actinomadura flavalba DSM 45200","Bacteria;Terrabacteria group;Actinobacteria","DSM 45200","SAMN02441028","PRJNA174170","GCA_000374305.1","Scaffold",6.16778,73.3,,"ARFO01",22,5533,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/305/GCA_000374305.1_ASM37430v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/305/GCF_000374305.1_ASM37430v1"
"Allofustis seminis DSM 15817","Bacteria;Terrabacteria group;Firmicutes","DSM 15817","SAMN02441698","PRJNA174172","GCA_000374325.1","Scaffold",1.44129,37.6,,"ARFP01",14,1354,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/325/GCA_000374325.1_ASM37432v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/325/GCF_000374325.1_ASM37432v1"
"Bacillus acidiproducens DSM 23148","Bacteria;Terrabacteria group;Firmicutes","DSM 23148","SAMN02441029","PRJNA174173","GCA_000374345.1","Scaffold",3.31848,44.4,,"ARFQ01",103,3125,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/345/GCA_000374345.1_ASM37434v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/345/GCF_000374345.1_ASM37434v1"
"Segetibacter koreensis DSM 18137","Bacteria;FCB group;Bacteroidetes/Chlorobi group","DSM 18137","SAMN02440437","PRJNA169823","GCA_000374045.1","Scaffold",6.10789,37.4,,"ARFB01",73,4895,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/045/GCA_000374045.1_ASM37404v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/045/GCF_000374045.1_ASM37404v1"
"Spirosoma luteum DSM 19990","Bacteria;FCB group;Bacteroidetes/Chlorobi group","DSM 19990","SAMN02441024","PRJNA169825","GCA_000374065.1","Scaffold",6.61358,50.7,,"ARFC01",69,5365,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/065/GCA_000374065.1_ASM37406v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/065/GCF_000374065.1_ASM37406v1"
"Brachymonas chironomi DSM 19884","Bacteria;Proteobacteria;Betaproteobacteria","DSM 19884","SAMN02441699","PRJNA174982","GCA_000374625.1","Scaffold",2.50356,63.6,,"ARGE01",35,2290,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/625/GCA_000374625.1_ASM37462v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/625/GCF_000374625.1_ASM37462v1"
"Arhodomonas aquaeolei DSM 8974","Bacteria;Proteobacteria;Gammaproteobacteria","DSM 8974","SAMN02441700","PRJNA174985","GCA_000374645.1","Scaffold",3.95777,69.4,,"ARGF01",48,3481,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/645/GCA_000374645.1_ASM37464v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/645/GCF_000374645.1_ASM37464v1"
"Neomegalonema perideroedes DSM 15528","Bacteria;Proteobacteria;Alphaproteobacteria","DSM 15528","SAMN02441696","PRJNA169830","GCA_000374145.1","Scaffold",3.40995,67.2,,"ARFG01",17,3023,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/145/GCA_000374145.1_ASM37414v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/145/GCF_000374145.1_ASM37414v1"
"Frankia elaeagni","Bacteria;Terrabacteria group;Actinobacteria","BMG5.12","SAMN02440438","PRJNA170084","GCA_000374165.1","Scaffold",7.58931,71.7,,"ARFH01",135,5760,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/165/GCA_000374165.1_ASM37416v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/165/GCF_000374165.1_ASM37416v1"
"Niabella aurantiaca DSM 17617","Bacteria;FCB group;Bacteroidetes/Chlorobi group","DSM 17617","SAMN02441376","PRJNA169829","GCA_000374125.1","Scaffold",5.92744,48.6,,"ARFF01",25,4853,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/125/GCA_000374125.1_ASM37412v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/125/GCF_000374125.1_ASM37412v1"
"Chitiniphilus shinanonensis DSM 23277","Bacteria;Proteobacteria;Betaproteobacteria","DSM 23277","SAMN02441687","PRJNA175157","GCA_000374805.1","Scaffold",4.15163,66.4,,"ARGN01",42,3559,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/805/GCA_000374805.1_ASM37480v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/805/GCF_000374805.1_ASM37480v1"
"Paenibacillus sanguinis 2301083 = DSM 16941","Bacteria;Terrabacteria group;Firmicutes","DSM 16941","SAMN02441367","PRJNA175158","GCA_000374825.1","Scaffold",4.80414,49.3,,"ARGO01",36,4266,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/825/GCA_000374825.1_ASM37482v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/825/GCF_000374825.1_ASM37482v1"
"Paenibacillus terrigena DSM 21567","Bacteria;Terrabacteria group;Firmicutes","DSM 21567","SAMN02440446","PRJNA175159","GCA_000374845.1","Scaffold",6.36156,46.1,,"ARGP01",40,5662,"2013-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/374/845/GCA_000374845.1_ASM37484v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/845/GCF_000374845.1_ASM37484v1"
"Dechloromonas denitrificans","Bacteria;Proteobacteria;Betaproteobacteria","ATCC BAA-841","SAMN04317214","PRJNA305142","GCA_001551835.1","Scaffold",4.23853,61.8,,"LODL01",41,3914,"2016-02-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/551/835/GCA_001551835.1_ASM155183v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/551/835/GCF_001551835.1_ASM155183v1"
"Atopobium deltae","Bacteria;Terrabacteria group;Actinobacteria","DNF00019","SAMN03842163","PRJNA272084","GCA_001552785.1","Scaffold",1.4521,51.5,,"LSCR01",36,1222,"2016-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/552/785/GCA_001552785.1_ASM155278v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/552/785/GCF_001552785.1_ASM155278v1"
"Gemella asaccharolytica","Bacteria;Terrabacteria group;Firmicutes","KA00071","SAMN04324897","PRJNA246515","GCA_001553005.1","Scaffold",1.28986,26.7,,"LSDB01",59,1107,"2016-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/005/GCA_001553005.1_ASM155300v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/005/GCF_001553005.1_ASM155300v1"
"Peptoniphilus coxii","Bacteria;Terrabacteria group;Firmicutes","DNF00729","SAMN03854407","PRJNA246507","GCA_001553115.1","Scaffold",1.83705,44.6,,"LSDG01",30,1683,"2016-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/115/GCA_001553115.1_ASM155311v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/115/GCF_001553115.1_ASM155311v1"
"Mycoplasma canis PG 14","Bacteria;Terrabacteria group;Tenericutes","PG 14","SAMN02471767","PRJNA311198","GCA_001553195.1","Complete",0.897443,27.2,"chromosome:NZ_CP014281.1/CP014281.1",,1,623,"2016-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/195/GCA_001553195.1_ASM155319v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/195/GCF_001553195.1_ASM155319v1"
"Paenibacillus massiliensis 2301065 = DSM 16942","Bacteria;Terrabacteria group;Firmicutes","DSM 16942","SAMN02441001","PRJNA177734","GCA_000377505.1","Scaffold",6.3858,48.5,,"ARIL01",36,5313,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/505/GCA_000377505.1_ASM37750v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/505/GCF_000377505.1_ASM37750v1"
"Prevotella veroralis DSM 19559 = JCM 6290","Bacteria;FCB group;Bacteroidetes/Chlorobi group","DSM 19559","SAMN02441351","PRJNA178044","GCA_000377625.1","Scaffold",2.84575,41.8,,"ARIR01",28,2307,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/625/GCA_000377625.1_ASM37762v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/625/GCF_000377625.1_ASM37762v1"
"Capnocytophaga haemolytica","Bacteria;FCB group;Bacteroidetes/Chlorobi group","CCUG 32990","SAMN04435862","PRJNA282954","GCA_001553545.1","Complete",2.68848,44.2,"chromosome:NZ_CP014227.1/CP014227.1",,1,2242,"2016-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/545/GCA_001553545.1_ASM155354v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/545/GCF_001553545.1_ASM155354v1"
"Actinomyces radicidentis","Bacteria;Terrabacteria group;Actinobacteria","CCUG 36733","SAMN04435863","PRJNA282954","GCA_001553565.1","Complete",3.05161,72.6,"chromosome:NZ_CP014228.1/CP014228.1",,1,2437,"2016-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/565/GCA_001553565.1_ASM155356v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/565/GCF_001553565.1_ASM155356v1"
"Desulfovibrio fairfieldensis","Bacteria;Proteobacteria;delta/epsilon subdivisions","CCUG 45958","SAMN04435860","PRJNA282954","GCA_001553605.1","Complete",3.69931,60.9,"chromosome:NZ_CP014229.1/CP014229.1",,1,3093,"2016-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/605/GCA_001553605.1_ASM155360v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/605/GCF_001553605.1_ASM155360v1"
"Desulfomicrobium orale DSM 12838","Bacteria;Proteobacteria;delta/epsilon subdivisions","DSM 12838","SAMN04435861","PRJNA282954","GCA_001553625.1","Complete",2.78337,58.9,"chromosome:NZ_CP014230.1/CP014230.1",,1,2451,"2016-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/625/GCA_001553625.1_ASM155362v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/625/GCF_001553625.1_ASM155362v1"
"Gracilibacillus lacisalsi DSM 19029","Bacteria;Terrabacteria group;Firmicutes","DSM 19029","SAMN02441353","PRJNA178476","GCA_000377765.1","Scaffold",4.40925,36.8,,"ARIY01",44,4145,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/765/GCA_000377765.1_ASM37776v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/765/GCF_000377765.1_ASM37776v1"
"Salsuginibacillus kocurii DSM 18087","Bacteria;Terrabacteria group;Firmicutes","DSM 18087","SAMN02441685","PRJNA178049","GCA_000377705.1","Scaffold",3.83178,43.2,,"ARIV01",23,3525,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/705/GCA_000377705.1_ASM37770v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/705/GCF_000377705.1_ASM37770v1"
"Actinomyces oris","Bacteria;Terrabacteria group;Actinobacteria","T14V","SAMN04435864","PRJNA282954","GCA_001553935.1","Complete",3.04292,68.5,"chromosome:NZ_CP014232.1/CP014232.1",,1,2393,"2016-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/935/GCA_001553935.1_ASM155393v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/935/GCF_001553935.1_ASM155393v1"
"Moraxella osloensis","Bacteria;Proteobacteria;Gammaproteobacteria","CCUG 350","SAMN04435858","PRJNA282954","GCA_001553955.1","Complete",2.64914,43.5846,"chromosome:NZ_CP014234.1/CP014234.1; plasmid unnamed1:NZ_CP014238.1/CP014238.1; plasmid unnamed2:NZ_CP014237.1/CP014237.1; plasmid unnamed3:NZ_CP014236.1/CP014236.1; plasmid unnamed4:NZ_CP014235.1/CP014235.1",,5,2246,"2016-02-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/955/GCA_001553955.1_ASM155395v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/955/GCF_001553955.1_ASM155395v1"
"Sporolactobacillus vineae DSM 21990 = SL153","Bacteria;Terrabacteria group;Firmicutes","DSM 21990","SAMN02440464","PRJNA179459","GCA_000377985.1","Scaffold",2.86236,49.5,,"ARJJ01",45,2709,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/377/985/GCA_000377985.1_ASM37798v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/985/GCF_000377985.1_ASM37798v1"
"Coprothermobacter platensis DSM 11748","Bacteria;Terrabacteria group;Coprothermobacterota","DSM 11748","SAMN02440465","PRJNA179460","GCA_000378005.1","Scaffold",1.42438,42.5,,"ARJK01",2,1401,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/005/GCA_000378005.1_ASM37800v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/005/GCF_000378005.1_ASM37800v1"
"Marinobacterium rhizophilum DSM 18822","Bacteria;Proteobacteria;Gammaproteobacteria","DSM 18822","SAMN02440466","PRJNA181367","GCA_000378045.1","Scaffold",5.36457,58.5,,"ARJM01",58,4567,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/045/GCA_000378045.1_ASM37804v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/045/GCF_000378045.1_ASM37804v1"
"Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930","Bacteria;FCB group;Bacteroidetes/Chlorobi group","DSM 19665","SAMN02441341","PRJNA181369","GCA_000378085.1","Scaffold",3.50859,46.6,,"ARJO01",31,2624,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/085/GCA_000378085.1_ASM37808v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/085/GCF_000378085.1_ASM37808v1"
"Rubritalea marina DSM 17716","Bacteria;PVC group;Verrucomicrobia","DSM 17716","SAMN02441342","PRJNA181370","GCA_000378105.1","Scaffold",3.01327,51.6,,"ARJP01",30,2572,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/105/GCA_000378105.1_ASM37810v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/105/GCF_000378105.1_ASM37810v1"
"Rudaea cellulosilytica DSM 22992","Bacteria;Proteobacteria;Gammaproteobacteria","DSM 22992","SAMN02441343","PRJNA181371","GCA_000378125.1","Scaffold",4.34364,63.7,,"ARJQ01",6,3650,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/125/GCA_000378125.1_ASM37812v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/125/GCF_000378125.1_ASM37812v1"
"Saccharibacillus kuerlensis DSM 22868","Bacteria;Terrabacteria group;Firmicutes","DSM 22868","SAMN02441675","PRJNA181372","GCA_000378145.1","Scaffold",4.69956,50.7,,"ARJR01",56,3950,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/145/GCA_000378145.1_ASM37814v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/145/GCF_000378145.1_ASM37814v1"
"Saccharibacter floricola DSM 15669","Bacteria;Proteobacteria;Alphaproteobacteria","DSM 15669","SAMN02440467","PRJNA181373","GCA_000378165.1","Scaffold",2.38407,51.2,,"ARJS01",43,2133,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/165/GCA_000378165.1_ASM37816v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/165/GCF_000378165.1_ASM37816v1"
"Salinimonas chungwhensis DSM 16280","Bacteria;Proteobacteria;Gammaproteobacteria","DSM 16280","SAMN02440468","PRJNA181374","GCA_000378185.1","Scaffold",3.98544,47,,"ARJT01",30,3523,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/185/GCA_000378185.1_ASM37818v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/185/GCF_000378185.1_ASM37818v1"
"Methylophilus methylotrophus DSM 46235 = ATCC 53528","Bacteria;Proteobacteria;Betaproteobacteria","ATCC 53528","SAMN02440991","PRJNA181379","GCA_000378225.1","Scaffold",2.86022,49.6,,"ARJW01",14,2647,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/225/GCA_000378225.1_ASM37822v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/225/GCF_000378225.1_ASM37822v1"
"Azoarcus toluclasticus ATCC 700605","Bacteria;Proteobacteria;Betaproteobacteria","MF63","SAMN02441344","PRJNA181380","GCA_000378245.1","Scaffold",5.92598,66,,"ARJX01",47,5290,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/245/GCA_000378245.1_ASM37824v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/245/GCF_000378245.1_ASM37824v1"
"Hirschia maritima DSM 19733","Bacteria;Proteobacteria;Alphaproteobacteria","DSM 19733","SAMN02440469","PRJNA182390","GCA_000378345.1","Scaffold",3.35127,44.6,,"ARKC01",10,3050,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/345/GCA_000378345.1_ASM37834v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/345/GCF_000378345.1_ASM37834v1"
"Paenibacillus daejeonensis DSM 15491","Bacteria;Terrabacteria group;Firmicutes","DSM 15491","SAMN02440993","PRJNA182395","GCA_000378385.1","Scaffold",7.46406,53.3,,"ARKE01",36,6308,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/385/GCA_000378385.1_ASM37838v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/385/GCF_000378385.1_ASM37838v1"
"Succinimonas amylolytica DSM 2873","Bacteria;Proteobacteria;Gammaproteobacteria","DSM 2873","SAMN02440994","PRJNA182396","GCA_000378405.1","Scaffold",3.96427,48.1,,"ARKF01",23,2922,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/405/GCA_000378405.1_ASM37840v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/405/GCF_000378405.1_ASM37840v1"
"Cohnella laeviribosi DSM 21336","Bacteria;Terrabacteria group;Firmicutes","DSM 21336","SAMN02441662","PRJNA182399","GCA_000378425.1","Scaffold",4.47619,57.3,,"ARKG01",102,4021,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/425/GCA_000378425.1_ASM37842v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/425/GCF_000378425.1_ASM37842v1"
"Elioraea tepidiphila DSM 17972","Bacteria;Proteobacteria;Alphaproteobacteria","DSM 17972","SAMN02441332","PRJNA182402","GCA_000378465.1","Scaffold",4.30424,71.3,,"ARKI01",56,3963,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/465/GCA_000378465.1_ASM37846v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/465/GCF_000378465.1_ASM37846v1"
"Halomonas lutea DSM 23508","Bacteria;Proteobacteria;Gammaproteobacteria","DSM 23508","SAMN02440470","PRJNA182407","GCA_000378505.1","Scaffold",4.53309,59.1,,"ARKK01",42,4041,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/505/GCA_000378505.1_ASM37850v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/505/GCF_000378505.1_ASM37850v1"
"Longilinea arvoryzae","Bacteria;Terrabacteria group;Chloroflexi","KOME-1","SAMD00034889","PRJDB4023","GCA_001050235.2","Scaffold",4.43831,56.9,,"BBXY01",2,3845,"2015-07-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/235/GCA_001050235.2_ASM105023v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/235/GCF_001050235.1_ASM105023v2"
"Colwellia piezophila ATCC BAA-637","Bacteria;Proteobacteria;Gammaproteobacteria","ATCC BAA-637","SAMN02440473","PRJNA182419","GCA_000378625.1","Scaffold",5.48438,38.9,,"ARKQ01",38,4377,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/625/GCA_000378625.1_ASM37862v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/625/GCF_000378625.1_ASM37862v1"
"Peptoniphilus lacrimalis DSM 7455","Bacteria;Terrabacteria group;Firmicutes","DSM 7455","SAMN02441667","PRJNA182433","GCA_000378725.1","Scaffold",1.8492,30.2,,"ARKX01",21,1689,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/725/GCA_000378725.1_ASM37872v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/725/GCF_000378725.1_ASM37872v1"
"Prevotella amnii DSM 23384 = JCM 14753","Bacteria;FCB group;Bacteroidetes/Chlorobi group","DSM 23384","SAMN02440476","PRJNA182435","GCA_000378745.1","Scaffold",2.39194,36.6,,"ARKY01",77,1892,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/745/GCA_000378745.1_ASM37874v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/745/GCF_000378745.1_ASM37874v1"
"Psychroflexus tropicus DSM 15496","Bacteria;FCB group;Bacteroidetes/Chlorobi group","DSM 15496","SAMN02440477","PRJNA182437","GCA_000378765.1","Scaffold",3.00181,36.6,,"ARLA01",17,2708,"2013-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/378/765/GCA_000378765.1_ASM37876v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/765/GCF_000378765.1_ASM37876v1"
